timestamp,protocol,scheme,kem,signature,client_ip,server_ip,cond_profile,latency_ms,handshake_ms,throughput_mbps,cpu_pct,mem_mb,packet_loss_pct
2025-10-24T10:47:13-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.663,603,NA,NA,NA,0
2025-10-24T10:47:15-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.616,604,NA,NA,NA,0
2025-10-24T10:47:18-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,604.080,604,NA,NA,NA,20
2025-10-24T10:47:20-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.693,604,NA,NA,NA,0
2025-10-24T10:47:25-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.618,NA,NA,NA,NA,20
2025-10-24T10:47:27-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,604.006,603,NA,NA,NA,0
2025-10-24T10:47:30-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.625,603,NA,NA,NA,20
2025-10-24T10:47:33-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,604.081,604,NA,NA,NA,20
2025-10-24T10:47:36-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.678,603,NA,NA,NA,20
2025-10-24T10:47:38-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.641,604,NA,NA,NA,20
2025-10-24T10:47:41-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.561,604,NA,NA,NA,0
2025-10-24T10:47:45-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.825,NA,NA,NA,NA,20
2025-10-24T10:47:48-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.771,604,NA,NA,NA,40
2025-10-24T10:47:50-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.849,604,NA,NA,NA,0
2025-10-24T10:47:52-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.802,604,NA,NA,NA,0
2025-10-24T10:47:55-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.545,604,NA,NA,NA,20
2025-10-24T10:47:58-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,604.363,604,NA,NA,NA,0
2025-10-24T10:48:00-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.617,604,NA,NA,NA,20
2025-10-24T10:48:03-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.602,604,NA,NA,NA,0
2025-10-24T10:48:05-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.837,604,NA,NA,NA,0
2025-10-24T10:48:07-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.746,604,NA,NA,NA,0
2025-10-24T10:48:10-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.718,604,NA,NA,NA,20
2025-10-24T10:48:12-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.650,604,NA,NA,NA,0
2025-10-24T10:48:15-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.593,604,NA,NA,NA,0
2025-10-24T10:48:18-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.697,604,NA,NA,NA,20
2025-10-24T10:48:20-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.697,604,NA,NA,NA,0
2025-10-24T10:48:22-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.871,605,NA,NA,NA,0
2025-10-24T10:48:24-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.724,604,NA,NA,NA,0
2025-10-24T10:48:27-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.860,604,NA,NA,NA,0
2025-10-24T10:48:29-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.947,613,NA,NA,NA,0
2025-10-24T10:48:31-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.596,604,NA,NA,NA,0
2025-10-24T10:48:47-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.896,604,0.13,6.66,2.15,40
2025-10-24T10:48:49-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.777,603,NA,NA,NA,0
2025-10-24T10:48:52-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.581,603,NA,NA,NA,0
2025-10-24T10:48:54-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.670,603,NA,NA,NA,0
2025-10-24T10:48:56-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,604.303,604,NA,NA,NA,0
2025-10-24T10:48:59-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.274,604,NA,NA,NA,20
2025-10-24T10:49:02-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.725,604,NA,NA,NA,20
2025-10-24T10:49:06-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.381,NA,NA,NA,NA,0
2025-10-24T10:49:08-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.754,604,NA,NA,NA,0
2025-10-24T10:49:11-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.391,604,NA,NA,NA,40
2025-10-24T10:49:14-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.481,603,NA,NA,NA,20
2025-10-24T10:49:17-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.623,604,NA,NA,NA,20
2025-10-24T10:49:19-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.603,608,NA,NA,NA,0
2025-10-24T10:49:21-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.406,605,NA,NA,NA,0
2025-10-24T10:49:24-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.556,603,NA,NA,NA,0
2025-10-24T10:49:26-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.662,603,NA,NA,NA,0
2025-10-24T10:49:28-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.453,603,NA,NA,NA,0
2025-10-24T10:49:30-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.602,604,NA,NA,NA,0
2025-10-24T10:49:33-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.522,604,NA,NA,NA,0
2025-10-24T10:49:36-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.624,604,NA,NA,NA,20
2025-10-24T10:49:38-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.337,604,NA,NA,NA,0
2025-10-24T10:49:42-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.464,NA,NA,NA,NA,20
2025-10-24T10:49:45-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,604.175,604,NA,NA,NA,20
2025-10-24T10:49:47-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.853,604,NA,NA,NA,0
2025-10-24T10:49:50-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.528,604,NA,NA,NA,0
2025-10-24T10:49:52-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.463,604,NA,NA,NA,0
2025-10-24T10:49:54-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.139,605,NA,NA,NA,0
2025-10-24T10:49:57-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.365,603,NA,NA,NA,20
2025-10-24T10:49:59-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.579,604,NA,NA,NA,0
2025-10-24T10:50:02-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.656,604,NA,NA,NA,40
2025-10-24T10:50:06-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.480,NA,NA,NA,NA,0
2025-10-24T10:50:08-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.461,603,NA,NA,NA,0
2025-10-24T10:50:10-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.579,603,NA,NA,NA,0
2025-10-24T10:50:13-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.579,604,NA,NA,NA,0
2025-10-24T10:50:16-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.657,603,NA,NA,NA,20
2025-10-24T10:50:18-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.903,604,NA,NA,NA,20
2025-10-24T10:50:22-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.452,NA,NA,NA,NA,0
2025-10-24T10:50:25-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.526,604,NA,NA,NA,20
2025-10-24T10:50:27-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.510,603,NA,NA,NA,0
2025-10-24T10:50:30-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,606.804,605,NA,NA,NA,0
2025-10-24T10:50:32-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.304,604,NA,NA,NA,0
2025-10-24T10:50:35-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.427,604,NA,NA,NA,20
2025-10-24T10:50:37-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.464,604,NA,NA,NA,0
2025-10-24T10:50:40-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.634,603,NA,NA,NA,20
2025-10-24T10:50:43-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.487,604,NA,NA,NA,40
2025-10-24T10:50:46-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.521,604,NA,NA,NA,20
2025-10-24T10:50:49-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.535,604,NA,NA,NA,40
2025-10-24T10:50:51-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.624,603,NA,NA,NA,0
2025-10-24T10:50:53-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.685,604,NA,NA,NA,0
2025-10-24T10:50:57-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.728,NA,NA,NA,NA,20
2025-10-24T10:51:13-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.288,604,0.19,6.78,1.91,0
2025-10-24T10:51:15-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.896,604,NA,NA,NA,20
2025-10-24T10:51:18-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.841,603,NA,NA,NA,20
2025-10-24T10:51:21-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.581,604,NA,NA,NA,20
2025-10-24T10:51:23-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.569,603,NA,NA,NA,0
2025-10-24T10:51:26-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.761,604,NA,NA,NA,20
2025-10-24T10:51:29-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.936,604,NA,NA,NA,20
2025-10-24T10:51:32-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.626,604,NA,NA,NA,0
2025-10-24T10:51:34-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.662,604,NA,NA,NA,0
2025-10-24T10:51:37-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.831,604,NA,NA,NA,20
2025-10-24T10:51:40-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.678,603,NA,NA,NA,20
2025-10-24T10:51:42-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.574,604,NA,NA,NA,0
2025-10-24T10:51:44-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.605,603,NA,NA,NA,0
2025-10-24T10:51:46-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.816,604,NA,NA,NA,0
2025-10-24T10:51:49-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.912,604,NA,NA,NA,0
2025-10-24T10:51:51-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.588,603,NA,NA,NA,0
2025-10-24T10:51:53-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.674,604,NA,NA,NA,0
2025-10-24T10:51:57-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.941,NA,NA,NA,NA,0
2025-10-24T10:52:00-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.907,603,NA,NA,NA,20
2025-10-24T10:52:02-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.731,604,NA,NA,NA,0
2025-10-24T10:52:04-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.705,604,NA,NA,NA,0
2025-10-24T10:52:07-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,606.705,604,NA,NA,NA,0
2025-10-24T10:52:10-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,604.096,603,NA,NA,NA,40
2025-10-24T10:52:12-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.745,604,NA,NA,NA,0
2025-10-24T10:52:14-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.877,603,NA,NA,NA,0
2025-10-24T10:52:16-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.709,604,NA,NA,NA,0
2025-10-24T10:52:19-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.625,603,NA,NA,NA,20
2025-10-24T10:52:22-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.903,604,NA,NA,NA,20
2025-10-24T10:52:24-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,604.019,604,NA,NA,NA,0
2025-10-24T10:52:27-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.779,603,NA,NA,NA,0
2025-10-24T10:52:29-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.731,604,NA,NA,NA,0
2025-10-24T10:52:31-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.948,604,NA,NA,NA,0
2025-10-24T10:52:34-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.789,604,NA,NA,NA,0
2025-10-24T10:52:36-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.656,604,NA,NA,NA,0
2025-10-24T10:52:39-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.544,604,NA,NA,NA,20
2025-10-24T10:52:41-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.872,604,NA,NA,NA,0
2025-10-24T10:52:43-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.707,604,NA,NA,NA,0
2025-10-24T10:52:46-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.830,604,NA,NA,NA,0
2025-10-24T10:52:48-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.884,604,NA,NA,NA,20
2025-10-24T10:52:51-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,604.086,604,NA,NA,NA,0
2025-10-24T10:52:53-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.755,605,NA,NA,NA,0
2025-10-24T10:52:55-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.716,620,NA,NA,NA,0
2025-10-24T10:52:58-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.276,603,NA,NA,NA,0
2025-10-24T10:53:00-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.627,604,NA,NA,NA,0
2025-10-24T10:53:03-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.280,603,NA,NA,NA,20
2025-10-24T10:53:05-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.840,603,NA,NA,NA,0
2025-10-24T10:53:07-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.399,604,NA,NA,NA,0
2025-10-24T10:53:12-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.215,NA,NA,NA,NA,40
2025-10-24T10:53:14-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,604.061,603,NA,NA,NA,0
2025-10-24T10:53:16-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.278,604,NA,NA,NA,0
2025-10-24T10:53:33-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.916,NA,0.20,6.80,1.90,20
2025-10-24T10:53:36-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.784,603,NA,NA,NA,0
2025-10-24T10:53:39-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.702,603,NA,NA,NA,20
2025-10-24T10:53:41-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.664,603,NA,NA,NA,0
2025-10-24T10:53:44-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.410,603,NA,NA,NA,20
2025-10-24T10:53:47-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.891,604,NA,NA,NA,20
2025-10-24T10:53:49-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.545,603,NA,NA,NA,0
2025-10-24T10:53:51-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.576,603,NA,NA,NA,0
2025-10-24T10:53:53-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.603,603,NA,NA,NA,0
2025-10-24T10:53:58-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.990,NA,NA,NA,NA,20
2025-10-24T10:54:00-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.835,603,NA,NA,NA,0
2025-10-24T10:54:03-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.694,603,NA,NA,NA,20
2025-10-24T10:54:06-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.659,604,NA,NA,NA,20
2025-10-24T10:54:09-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.759,604,NA,NA,NA,20
2025-10-24T10:54:11-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.970,604,NA,NA,NA,0
2025-10-24T10:54:14-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.483,603,NA,NA,NA,20
2025-10-24T10:54:17-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.774,614,NA,NA,NA,40
2025-10-24T10:54:19-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.748,604,NA,NA,NA,0
2025-10-24T10:54:21-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.434,604,NA,NA,NA,0
2025-10-24T10:54:24-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.501,604,NA,NA,NA,20
2025-10-24T10:54:26-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.828,603,NA,NA,NA,0
2025-10-24T10:54:29-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.722,604,NA,NA,NA,20
2025-10-24T10:54:32-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.792,604,NA,NA,NA,20
2025-10-24T10:54:36-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.621,NA,NA,NA,NA,0
2025-10-24T10:54:38-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.847,604,NA,NA,NA,0
2025-10-24T10:54:41-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.764,603,NA,NA,NA,0
2025-10-24T10:54:43-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.107,604,NA,NA,NA,40
2025-10-24T10:54:46-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.940,603,NA,NA,NA,0
2025-10-24T10:54:48-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,604.021,604,NA,NA,NA,0
2025-10-24T10:54:51-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.723,604,NA,NA,NA,20
2025-10-24T10:54:53-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,605.223,604,NA,NA,NA,0
2025-10-24T10:54:55-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.659,604,NA,NA,NA,0
2025-10-24T10:54:58-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.630,604,NA,NA,NA,0
2025-10-24T10:55:00-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.599,604,NA,NA,NA,0
2025-10-24T10:55:03-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.446,604,NA,NA,NA,20
2025-10-24T10:55:06-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.625,604,NA,NA,NA,20
2025-10-24T10:55:08-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.954,603,NA,NA,NA,0
2025-10-24T10:55:10-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.531,603,NA,NA,NA,0
2025-10-24T10:55:13-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.832,603,NA,NA,NA,0
2025-10-24T10:55:15-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.828,604,NA,NA,NA,20
2025-10-24T10:55:18-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.784,603,NA,NA,NA,0
2025-10-24T10:55:21-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.647,603,NA,NA,NA,20
2025-10-24T10:55:23-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.427,604,NA,NA,NA,0
2025-10-24T10:55:27-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.665,NA,NA,NA,NA,20
2025-10-24T10:55:30-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.329,604,NA,NA,NA,20
2025-10-24T10:55:33-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,604.255,603,NA,NA,NA,40
2025-10-24T10:55:36-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,604.023,603,NA,NA,NA,20
2025-10-24T10:55:38-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.560,604,NA,NA,NA,0
2025-10-24T10:55:40-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.604,604,NA,NA,NA,0
2025-10-24T10:55:43-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.682,603,NA,NA,NA,0
2025-10-24T10:55:58-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.487,604,0.20,6.33,1.90,0
2025-10-24T10:56:00-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.392,604,NA,NA,NA,0
2025-10-24T10:56:02-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.354,604,NA,NA,NA,0
2025-10-24T10:56:05-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.616,604,NA,NA,NA,20
2025-10-24T10:56:08-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.333,604,NA,NA,NA,40
2025-10-24T10:56:11-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.629,604,NA,NA,NA,20
2025-10-24T10:56:13-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.657,604,NA,NA,NA,0
2025-10-24T10:56:15-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.554,605,NA,NA,NA,0
2025-10-24T10:56:18-05:00,WireGuard,classic,X25519,Ed25519,10.10.0.2,10.10.0.1,highlat,603.719,604,NA,NA,NA,20
