cond_profile,protocol,scheme,metric,value,Q1,Q3,IQR,lower_bound,upper_bound,group_mean,group_median,timestamp,ratio_to_mean
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:04:01-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:16:20-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:16:12-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:15:46-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:15:44-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:15:11-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:15:06-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:14:39-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:14:22-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:14:21-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:14:04-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:14:03-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:13:56-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:13:54-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:13:25-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:13:12-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:13:11-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:12:57-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:16:26-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:16:38-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:17:01-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:05:53-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:53:56-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:04:25-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:04:43-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:04:55-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:05:02-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:05:37-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:05:51-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:06:07-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:17:03-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:06:18-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:06:21-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:07:15-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:07:18-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:07:22-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:07:24-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:07:36-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:12:56-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:12:49-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:12:47-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:09:11-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:09:28-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:09:26-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:09:25-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:09:23-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:09:21-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:09:20-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:09:18-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:09:09-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:09:47-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:09:04-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:09:01-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:08:52-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:08:31-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:07:54-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:07:53-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:07:51-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:09:42-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:10:06-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:12:40-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:11:22-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:12:26-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:11:40-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:11:35-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:11:33-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:11:32-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:11:27-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:11:25-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:11:20-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:10:08-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:11:17-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:11:09-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:11:08-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:10:58-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:10:44-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:10:42-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:10:11-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:04:18-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:04:20-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:03:59-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:59:36-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:59:17-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:59:14-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:59:09-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:59:05-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:58:23-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:58:22-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:57:43-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:57:41-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:03:49-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:57:23-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:56:45-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:56:37-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:56:33-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:56:29-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:56:28-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:56:23-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:56:21-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:56:19-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:56:06-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:55:23-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:54:58-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:54:53-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:54:25-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:54:16-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:54:09-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:59:34-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:57:35-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:03:09-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:01:09-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:03:47-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:03:16-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:03:07-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:02:43-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:02:30-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:02:20-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:02:15-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:02:10-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:02:07-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:01:43-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:01:18-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:01:16-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:01:14-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:00:49-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:01:02-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:59:45-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:00:45-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:07:49-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:00:29-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:00:09-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:59:43-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:59:57-05:00,1.0
highlat,WireGuard,classic,latency_ms,599.72,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:35:31-05:00,0.99
highlat,WireGuard,classic,latency_ms,598.96,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:40:49-05:00,0.99
highlat,WireGuard,classic,latency_ms,597.96,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:40:47-05:00,0.99
highlat,WireGuard,classic,latency_ms,597.7,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:35:29-05:00,0.99
highlat,WireGuard,classic,latency_ms,594.5,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:35:26-05:00,0.98
local,IPsec,hybrid,handshake_ms,416.36,227.34,240.89,13.56,91.76,376.47,445.51,233.09,2025-10-26T21:41:44-05:00,0.93
local,IPsec,hybrid,handshake_ms,412.37,227.34,240.89,13.56,91.76,376.47,445.51,233.09,2025-10-27T01:26:14-05:00,0.93
realistic,IPsec,hybrid,handshake_ms,3053.97,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T02:02:17-05:00,0.24
realistic,IPsec,hybrid,handshake_ms,947.07,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:36:11-05:00,0.08
realistic,IPsec,hybrid,handshake_ms,886.08,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:32:34-05:00,0.07
realistic,IPsec,hybrid,handshake_ms,880.68,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:16:21-05:00,0.07
realistic,IPsec,hybrid,handshake_ms,832.04,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:33:16-05:00,0.07
realistic,IPsec,hybrid,handshake_ms,829.06,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:33:57-05:00,0.07
realistic,IPsec,hybrid,handshake_ms,825.07,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:35:41-05:00,0.07
realistic,IPsec,hybrid,handshake_ms,823.6,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:32:55-05:00,0.07
realistic,IPsec,hybrid,handshake_ms,821.0,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:31:11-05:00,0.07
realistic,IPsec,hybrid,handshake_ms,817.66,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:32:13-05:00,0.07
realistic,IPsec,hybrid,handshake_ms,809.32,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:36:32-05:00,0.06
realistic,IPsec,hybrid,handshake_ms,807.65,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:31:31-05:00,0.06
realistic,IPsec,hybrid,handshake_ms,805.69,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:34:39-05:00,0.06
realistic,IPsec,hybrid,handshake_ms,792.4,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:34:18-05:00,0.06
realistic,IPsec,hybrid,handshake_ms,785.51,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:31:52-05:00,0.06
realistic,IPsec,hybrid,handshake_ms,780.75,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:35:00-05:00,0.06
realistic,IPsec,hybrid,handshake_ms,779.89,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:37:13-05:00,0.06
realistic,IPsec,hybrid,handshake_ms,778.7,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:36:53-05:00,0.06
realistic,IPsec,hybrid,handshake_ms,777.75,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:35:21-05:00,0.06
realistic,IPsec,hybrid,handshake_ms,775.49,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:33:37-05:00,0.06
realistic,IPsec,hybrid,handshake_ms,771.98,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:37:34-05:00,0.06
realistic,IPsec,hybrid,handshake_ms,757.07,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:25:52-05:00,0.06
realistic,IPsec,hybrid,handshake_ms,755.63,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:37:55-05:00,0.06
realistic,IPsec,hybrid,handshake_ms,741.06,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T08:25:50-05:00,0.06
realistic,IPsec,hybrid,handshake_ms,717.22,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:19:54-05:00,0.06
adverse,IPsec,hybrid,handshake_ms,,521.45,537.16,15.7,364.45,694.16,827.68,527.97,2025-10-27T09:17:45-05:00,
adverse,IPsec,hybrid,handshake_ms,,521.45,537.16,15.7,364.45,694.16,827.68,527.97,2025-10-27T09:20:27-05:00,
adverse,IPsec,hybrid,handshake_ms,,521.45,537.16,15.7,364.45,694.16,827.68,527.97,2025-10-27T10:23:33-05:00,
adverse,IPsec,hybrid,handshake_ms,,521.45,537.16,15.7,364.45,694.16,827.68,527.97,2025-10-27T10:26:15-05:00,
adverse,IPsec,hybrid,handshake_ms,,521.45,537.16,15.7,364.45,694.16,827.68,527.97,2025-10-27T11:27:16-05:00,
adverse,IPsec,hybrid,handshake_ms,,521.45,537.16,15.7,364.45,694.16,827.68,527.97,2025-10-27T11:29:58-05:00,
adverse,IPsec,hybrid,handshake_ms,,521.45,537.16,15.7,364.45,694.16,827.68,527.97,2025-10-27T12:36:10-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:52:18-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:52:37-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:52:49-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:52:53-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:53:05-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:55:34-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:55:40-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:57:31-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:58:12-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:59:53-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:00:00-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:00:27-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:00:34-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:02:27-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:02:35-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:03:25-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:04:04-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:04:08-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:04:11-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:04:32-05:00,
